n_ocupacao,media_DP,var_DP,DP_DP
0,0.125894503127181,0.0034180955157356073,0.05846448080446458
10,24.46374203338295,6.557814929625896,2.5608230961208345
20,30.838818636752915,10.359251104291921,3.218579050496029
30,34.4592345425771,12.306830903392783,3.5081093060782447
40,36.82511088230796,13.242972116035563,3.6390894624940953
50,37.76769387061035,14.257093265918297,3.775856626769387
60,38.71284684384934,16.657527683104288,4.081363458833859
70,39.24758811333704,16.012461858279195,4.00155742908673
80,40.195260322854054,15.527244138412005,3.940462426976307
90,40.82094494627628,18.017431851875802,4.244694553424993
100,41.26542660191542,17.978446668387296,4.240099841794683
